code	producer_product_id	producer_version_id	lc	product_name_ab	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_id	product_name_it	product_name_nl	product_name_pt	product_name_ro	generic_name_en	generic_name_es	generic_name_fr	generic_name_it	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	origin_es	origin_fr	origin_it	origin_nl	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_ab	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_id	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	ingredients_text_uz	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	lignoceric-acid_value	lignoceric-acid_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	added-sugars_value	added-sugars_unit	polyols_value	polyols_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	folates_value	folates_unit	potassium_value	potassium_unit	chloride_value	chloride_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_quantity_per_unit	packaging_2_weight_measured	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_3_quantity_per_unit	packaging_3_weight_measured	packaging_4_number_of_units	packaging_4_shape	packaging_4_material	packaging_4_recycling	packaging_4_quantity_per_unit	packaging_4_weight_measured	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:environmental_score_grade	off:environmental_score_score	off:environmental_score_data.missing_key_data	off:environmental_score_data.agribalyse.code	off:environmental_score_data.adjustments.origins_of_ingredients.value	off:environmental_score_data.adjustments.packaging.value	off:environmental_score_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:environmental_score_data.adjustments.production_system.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
8007262605211			it							Miele eucalipto															Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di eucalipto	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:eucalyptus-honeys			Italia	en:italy			0																												100g	100g							0	g			0	g																																																																				en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8007262605143			it							Miele di foresta - riserva di vallombrosa															Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Italia	en:italy			0																												100g	100g			322	kcal	0	g	0	g	80	g	80	g			0.6	g	0.1	g	0.04	g			322	kcal																																																								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	e	19	b	72	1	31008	-5	-15		0							App - Yuka, Apps
8007262605068			it							Miele Clementino Denso															Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Italia	en:italy			0																												100g	100g			322	kcal	0	g	0	g	80	g	80	g			0.6	g	0.1	g	0.04	g			322	kcal																																																								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	e	19	b	72	1	31008	-5	-15		0							App - yuka, Apps
8032539144278			it							Miele millefiori												Alpenzu	xx:alpenzu		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele millefiori	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys			Italia	en:italy			0																												100g	100g			322	kcal	0	g	0	g	80	g	80	g			0.5	g	0	g	0	g			322	kcal																																																								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	e	19	b	72	1	31008	-5	-15		0							App - Yuka, Apps
8032539144209			it							Miele flora alpina												Alpenzu	xx:alpenzu		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - Yuka, Apps
8032539144193			it							Miele castagno												Alpenzu	xx:alpenzu		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di castagno	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:chestnut-honey			Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8032539144179			it							Miele di acacia												Alpenzu	xx:alpenzu		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di acacia	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:acacia-honeys			Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8032539144117			it							Miele di acacia								28 g				Alpenzu	xx:alpenzu		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di acacia	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:acacia-honeys			Italia	en:italy			0																												100g	100g			322	kcal	0	g	0	g	80	g	80	g			0.5	g	0	g	0	g			322	kcal																																																								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	e	19	b	72	1	31008	-5	-15		0							App - Yuka, Apps
8010157000107			it					Miele di Acacia																	Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di acacia	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:acacia-honeys			Svizzera	en:switzerland			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown																App - yuka, Apps, App - smoothie-openfoodfacts
8031590009359			it							miele castagno												Etnatost	xx:etnatost		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di castagno	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:chestnut-honey			Italia	en:italy			0																												100g	100g							0	g			0	g																																																																				en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8031590008734			it							Miele italiano Eucaliptus												Etnatost	xx:etnatost		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di eucalipto	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:eucalyptus-honeys			Italia	en:italy			0																												100g	100g			0	kcal	0	g	0	g	80.3	g	80.3	g			0.03	g							0	kcal																																																								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8001505000290			it					Miele italiano Rigoni		Miele italiano Rigoni								750 g	14 g	Vetro	en:glass	RIGONI DI ASIAGO	xx:rigoni-di-asiago		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Prodotto in Italia	en:made-in-italy	Francia, Italia	en:france,en:italy	Dok Supermercati	dok-supermercati	0		Italia	en:italy						via Oberdan 28 Asiago,Vicenza	via-oberdan-28-asiago,vicenza	8001505000290	8001505000290					"1009 I Og = 2 M&iciri • tecspors • GDA Witità bcsctc su giorpcfieto 2000 id. '*GOAof cn bosed on c 2,006 i:€t DerRichrwert fû frwcchsenen. DE Byte Cuf einer 2Œ0 r.±ôen"		Miscela di mieli.									serving	100g			45.08	kcal	0	g			11.2	g	11.2	g			0	g							45.08	kcal																																	en:glass																						www.rigonidiasiago.com	en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		a-plus	92		31008	2	-2	0	0							App - yuka, Apps, App - Open Food Facts, App - macrofactor
8004263678428			it							Miele di castagno												Pam & Panorama	xx:pam-panorama		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di castagno	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:chestnut-honey	Biologico, Biologico UE, IT-BIO-006	en:organic,en:eu-organic,en:it-bio-006	Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		a-plus	92	1	31008	0	-15		15							App - yuka, Apps
8002234593282			it							Miele italiano di tiglio												Trevisan	xx:trevisan		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - Yuka, Apps
3537100000014			fr					Miel de fleurs										1 kg		Pot plastique	fr:pot-plastique	Bertrand Api productions	xx:bertrand-api-productions		"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de fleurs"	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys			France	en:france	Super U	super-u	0		France	en:france						85530 la Bruffiere	85530-la-bruffiere							miel										on	100g	100g																																																								en:pot	en:plastic																							en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	e	19	a	86		31008	4	-10	1	0							App - yuka, Apps
12428991			it							manuka honey								250 g	100g	Plastica	en:plastic	monofloral	xx:monofloral		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Senza BPA, Manuka Honey	en:no-bisphenol-a,it:manuka-honey	Italia	en:italy	Bio Bottega	bio-bottega	0		Nuova Zelanda	en:new-zealand						nuova Zelanda	nuova-zelanda	MNZ001	mnz001							"kaldek EN Monofloral MGO 100+ Manuka Honey. Product of New Zealand. Not suitable for infants under 12 months. Store below 25°C. Tested for quality, purity and New Zealand origin. 100% Natural, Raw and unpasteurized. DE Monofloraler MGO 100+ Manuka Honig. Produkt aus Neuseeland. Nicht geeignet für Kleinkinder unter 12 Monaten. Unter 25°C lagern. Auf Qualität, Reinheit und neuseeländischer Herkunft geprüft. 100% Natürlich, Roh und nicht pasteurisiert. NL Monoflorale MG 100+ Manuka Honing. Product uit Nieuw Zeeland. Niet geschikt voor kinderen jonger dan 12 maanden. Bewaren beneden 25°C. Getest op kwaliteit, zuiverheid en Nieuw-Zeelandse herkomst. 100% Natuurlijk, Rauw en ongepasteuriseerd. FR Miel de Manuka MGO 100+ Monofloral. Produit de Nouvelle-Zélande. Ne convient pas aux enfants de moins de 12 mois. Conserver en dessous de 25°C. Testé pour la qualité, la pureté en l'origine néo-zélandaise. 100% Naturel, Brut et non pasteurisé. IT Miele di Manuka MGO 100+ Monofloreale. Prodotto della Nuova Zelanda. Non adatto a bambini sotto i 12 mesi. Conserváre sotto i 25°C. Controllo di qualità, purezza e origine Nuova Zelanda. 100% naturale, Crudo e non pastorizzato. Manufactured for: Manuka New Zealand B.V. (EUROPE) Sloterweg 150, 1171 CV, Badhoevedorp, The Netherlands www.manukanewzealand.eu 60 BPA FREE SHOT ON MI 10T"									100g	100g					0	g			82.1	g	82.1	g			0	g	0.3	g	0.12	g																																					en:plastic																							en:sweets	en:sugary-snacks,en:sweets		unknown	unknown		a	84		31008	2	-10	1	0							App - Open Food Facts, Apps
80772279			it							Miele di Arancio Mielbio															Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Biologico, Biologico UE, IT-BIO-007, AB Agriculture Biologique	en:organic,en:eu-organic,en:it-bio-007,fr:ab-agriculture-biologique	Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		a-plus	92	1	31008	0	-15		15							App - yuka, Apps
8906021922760			en			Himalaya Honey																Apis	apis		Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Vegetarian, Green Dot India	en:vegetarian,en:green-dot-india	India	en:india			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown																
7779604030135			es				Api de Amaranto								mezcla de harinas de maíz y amaranto con frutas deshidratadas (manzana y piña).			250 g	3 cucharadas (100 g)			Andes Trópico	andes-tropico		Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Desayunos, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, en:Specific products, Preparaciones de bebidas, Cereales para el desayuno, Bebidas vegetales, en:Products for specific diets, Productos sin gluten, Bebidas de cereales	en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:specific-products,en:beverage-preparations,en:breakfast-cereals,en:plant-based-milk-alternatives,en:products-for-specific-diets,en:products-without-gluten,en:cereal-based-drinks	Sin gluten, Vegetariano, Vegano	en:no-gluten,en:vegetarian,en:vegan	Bolivia	en:bolivia	Pairumani,Andes Trópico	pairumani,andes-tropico	0		Bolivia	en:bolivia						Quillacollo,Cochabamba,Bolivia	quillacollo,cochabamba,bolivia	020303040001	020303040001				Harina de maíz, harina de amaranto, azúcar, manzana, piña deshidratada, canela, clavo de olor, ácido cítrico.												serving	100g			393.74	kcal	1.64	g			88.56	g			1.45	g	3.92	g							393.74	kcal																															1	en:bag	en:pp-5-polypropylene	en:discard			1	en:label	en:paper	en:discard															https://andestropicobolivia.com/?product=api-de-amaranto-morado-con-frutas-250gr	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	3	en:3-processed-foods	unknown																
8030853987236			it							Miele di Limone da Agricoltura Biologica												Frantoi Cutrera	xx:frantoi-cutrera		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Italia	en:italy			0																												100g	100g							0	g			0	g																																																																				en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8991002105300			en			Kapal Api Special 20x6.5g																					Halal	en:halal	Indonesia	en:indonesia			0															"RH90
04/11/23"													100g	100g																																																																																			unknown	unknown																
8906135091048			en			apis Corn Flakes												1kg				apis	apis		Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Extruded cereals, Extruded flakes, Corn flakes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:corn-flakes	Vegetarian, Green Dot India	en:vegetarian,en:green-dot-india	India	en:india			0															Corn (90.1%), Sugar (5.3%), lodized Salt, Malt Extract and Antioxidant (INS 320)													100g	100g			388	kcal	0.79	g	0.14	g	88.4	g	7.8	g	2.86	g	6.8	g	2214.7	mg	885.88	mg			388	kcal																									2.04	mg																														en:breakfast-cereals	en:cereals-and-potatoes,en:breakfast-cereals	3	en:3-processed-foods	d	17															App - smoothie-openfoodfacts, Apps
8029322000903			it							Miele												L'Ape e l'Arnia	xx:l-ape-e-l-arnia		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8029322000217			it							Miele di castagno												L'Ape e l'Arnia	xx:l-ape-e-l-arnia		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di castagno	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:chestnut-honey			Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8029322000132			it							Miele di girasole												L'Ape e l'Arnia	xx:l-ape-e-l-arnia		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di girasole	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:sunflower-honeys			Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8029322000194			it							Miele melata di bosco												L'Ape e l'Arnia	xx:l-ape-e-l-arnia		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Italia	en:italy			0																												100g	100g							0	g			0	g																																																																				en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - Yuka, Apps
8029322000101			it							Miele millefiori												L'Ape e l'Arnia	xx:l-ape-e-l-arnia		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele millefiori	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys			Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8029322000095			it							Miele millefiori												L'Ape e l'Arnia	xx:l-ape-e-l-arnia		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele millefiori	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys			Italia	en:italy			0																												100g	100g							0	g			0	g																																																																				en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8028198062329			it							Miele												Biobruni	xx:biobruni		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Italia	en:italy			0																												100g	100g			304	kcal	0	g	0	g	83.3	g	80.3	g			0.6	g	0	g	0	g			304	kcal																																																								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	18	b	72	1	31008	-5	-15		0							App - Yuka, Apps
8028198062152			it							Miele biologico corbezzolo												Biobruni	xx:biobruni		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Italia	en:italy			0																												100g	100g			304	kcal	0	g	0	g	80.3	g	80.3	g	0	g	0.6	g	0	g	0	g			304	kcal																																																								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	18	b	72	1	31008	-5	-15		0							App - Yuka, Apps
8028198062039			it							Biobruni miele biologico acacia												Biobruni	xx:biobruni		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di acacia	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:acacia-honeys			Italia	en:italy			0																												100g	100g																																																																																en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15		0							App - yuka, Apps
8028198000116			it							Miele Biologico Acacia												Biobruni	xx:biobruni		Colazioni, Spalmabili, Spalmabili dolci, Prodotti delle api, Prodotti agricoli, Edulcoranti, Miele, Miele di acacia	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:acacia-honeys			Italia	en:italy			0																												100g	100g			304	kcal	0	g	0	g	80.3	g	80.3	g	0	g	0.6	g	0	g	0	g			304	kcal																																																								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	18	b	72	1	31008	-5	-15		0							App - Yuka, Apps
7771240000008			es				Api Morado								preparado alimenticio a base de harina de maíz morado.			290 g				Miura	miura		Bebidas y preparaciones de bebidas, Desayunos, Preparaciones de bebidas	en:beverages-and-beverages-preparations,en:breakfasts,en:beverage-preparations	Hecho en Bolivia	es:hecho-en-bolivia	Bolivia	en:bolivia			0		Bolivia	en:bolivia						Oruro,Bolivia	oruro,bolivia	050203060009	050203060009				Harina de maíz morado, azúcar, canela, clavo de olor, acidulante (E330).												100g	100g																																																							1	en:jar	en:recyclable-plastic				1	en:lid	en:recyclable-plastic				1	en:label	en:paper										https://www.molinostriunfo.com/	en:sweetened-beverages	en:beverages,en:sweetened-beverages	3	en:3-processed-foods	unknown																
7774440450031			es			Api morado	Api Morado								preparado alimenticio a base de maíz morado con harina de quinua.			130 g		Plástico, en:other-plastics, Bolsa	en:plastic,en:other-plastics,en:bag	Multicereales Vida	multicereales-vida		Bebidas y preparaciones de bebidas, Desayunos, Preparaciones de bebidas	en:beverages-and-beverages-preparations,en:breakfasts,en:beverage-preparations	Hecho en Bolivia	es:hecho-en-bolivia	Bolivia	en:bolivia			0		Bolivia	en:bolivia						Cochabamba,Bolivia	cochabamba,bolivia	020203190029	020203190029				Harina de maíz morado, harina de quinua, canela, clavo de olor, acidulante (E330).												100g	100g			378.86	kcal	3.74	g			78.32	g					7.98	g							378.86	kcal																					24.74	mg	274.94	mg	2.99	mg					1	en:bag	en:o-7-other-plastics	en:discard																						en:unsweetened-beverages	en:beverages,en:unsweetened-beverages	1	en:1-unprocessed-or-minimally-processed-foods	unknown																
2000000148282			es				Api Morado								harina de maíz morado molido con quinua y canela.			130 g				Todo Cereal	todo-cereal		Bebidas y preparaciones de bebidas, Desayunos, Preparaciones de bebidas	en:beverages-and-beverages-preparations,en:breakfasts,en:beverage-preparations	Hecho en Bolivia	es:hecho-en-bolivia	Bolivia	en:bolivia			0		Bolivia	en:bolivia		Quinua de Bolivia				Sacaba,Cochabamba,Bolivia	sacaba,cochabamba,bolivia						Harina de maíz morado, quinua, canela, clavo de olor, ácido cítrico.											on	100g	100g																																																							1	en:bag	en:plastic				1	en:label	en:paper																	en:unsweetened-beverages	en:beverages,en:unsweetened-beverages	1	en:1-unprocessed-or-minimally-processed-foods	unknown																
05692503			es				Api Morado								preparación alimenticia a base de maíz morado.			250 g		Plástico, Bolsa	en:plastic,en:bag	Bloch	bloch		Bebidas y preparaciones de bebidas, Desayunos, Preparaciones de bebidas	en:beverages-and-beverages-preparations,en:breakfasts,en:beverage-preparations	Hecho en Bolivia	es:hecho-en-bolivia	Bolivia	en:bolivia	Hipermaxi	hipermaxi	0		Bolivia	en:bolivia						Sacaba,Cochabamba,Bolivia	sacaba,cochabamba,bolivia	020203190031	020203190031				Harina de maíz Kulli, azúcar, canela, clavo de olor, acidulante (ácido cítrico).											on	100g	100g																																																							1	en:bag	en:plastic																						https://www.facebook.com/Blochsrl/	en:sweetened-beverages	en:beverages,en:sweetened-beverages	3	en:3-processed-foods	unknown																App - Open Food Facts, Apps
2000000151518			es				Api Morado								mazamorra de maíz morado.			500 g	35 g			Nuevo Milenio	nuevo-milenio		Bebidas y preparaciones de bebidas, Desayunos, Preparaciones de bebidas	en:beverages-and-beverages-preparations,en:breakfasts,en:beverage-preparations	ISO 22000, GOST, ISO 22000:2018, ISO 9001, ISO 9001-2015, Hecho en Bolivia	en:iso-22000,en:gost,en:iso-22000-2018,en:iso-9001,en:iso-9001-2015,es:hecho-en-bolivia	Bolivia	en:bolivia			0									Oruro,Bolivia	oruro,bolivia	050203060003	050203060003				Harina de maíz morado, azúcar, acidulante (SIN 330), canela molida (ceilan), clavo de olor.												100g	100g			378.61	kcal	1.32	g			86.86	g			0.71	g	4.83	g							378.61	kcal																					61.57	mg	96.67	mg	6.46	mg					1	en:bag	en:o-7-other-plastics	en:discard																					https://www.facebook.com/nuevomilenio.srl/	en:sweetened-beverages	en:beverages,en:sweetened-beverages	3	en:3-processed-foods	unknown																
8906135092021			en			apis Royal Zahidi dates													28g			apis	apis		Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Dates	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:dates	Vegetarian, Green Dot India	en:vegetarian,en:green-dot-india	India	en:india			0															Dates													100g	100g			365	kcal	0	g			89.1	g	68.4	g	7.1	g	1.8	g	5	mg	2	mg			365	kcal																	858	mg			84	mg																																		en:fruits	en:fruits-and-vegetables,en:fruits	1	en:1-unprocessed-or-minimally-processed-foods	c	10															App - smoothie-openfoodfacts, Apps
